Annotations,Path,Manuscript,Description,label,id,saint,prophet,king
"['initiale historiee', 'lettre m', 'heb texte', 'heb (source)', 'scene biblique', 'saint paul', 'main ouverte', 'juif', 'chapeau pointu', 'main couverte', 'livre', 'relation par paroles', 'colonne']",1366459.jpg,"Paris, Bibl. Mazarine, 0020",saint paul s'adressant a un juif,['saint'],['1366459'],1,0,0
"['initiale historiee', 'lettre p', 'petr1 texte', 'figure biblique', 'saint pierre', 'tonsure', 'cle', 'attribut', 'main ouverte']",1366463.jpg,"Paris, Bibl. Mazarine, 0020",saint pierre,['saint'],['1366463'],1,0,0
"['initiale historiee', 'initiale zoomorphe mixte', 'lettre a', 'apoc texte', 'apoc 01, 04', 'scene biblique', 'saint jean', 'auteur', 'ecriture', 'pupitre', 'livre ouvert', 'assis', 'terre', 'relief', 'clocher', 'toit', ""ornement d'architecture"", 'zoomorphe']",1366468.jpg,"Paris, Bibl. Mazarine, 0020",saint jean ecrivant,['saint'],['1366468'],1,0,0
['harpe'],1343500.jpg,"Paris, BIU Sorbonne, 0011",david jouant de la harpe,['king'],['1343500'],0,0,1
['harpe'],1343499.jpg,"Paris, BIU Sorbonne, 0011",david jouant de la harpe,['king'],['1343499'],0,0,1
['miroir'],1343518.jpg,"Paris, BIU Sorbonne, 0011",salomon et la vanite des choses,['king'],['1343518'],0,0,1
['miroir'],1343517.jpg,"Paris, BIU Sorbonne, 0011",salomon et la vanite des choses,['king'],['1343517'],0,0,1
['chaudron'],1343528.jpg,"Paris, BIU Sorbonne, 0011",jeremie et la vision du chaudron bouillonnant,['prophet'],['1343528'],0,1,0
['chaudron'],1343526.jpg,"Paris, BIU Sorbonne, 0011",jeremie et la vision du chaudron bouillonnant,['prophet'],['1343526'],0,1,0
['epee'],1343571.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343571'],1,0,0
['epee'],1343570.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343570'],1,0,0
['epee'],1343573.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343573'],1,0,0
['epee'],1343572.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343572'],1,0,0
['epee'],1343575.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343575'],1,0,0
['epee'],1343576.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343576'],1,0,0
['epee'],1343577.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343577'],1,0,0
['epee'],1343579.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343579'],1,0,0
['epee'],1343578.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343578'],1,0,0
['epee'],1343581.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343581'],1,0,0
['epee'],1343580.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343580'],1,0,0
"['epee', 'lettre']",1343583.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343583'],1,0,0
"['epee', 'lettre']",1343582.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343582'],1,0,0
['epee'],1343584.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343584'],1,0,0
['epee'],1343586.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343586'],1,0,0
['epee'],1343585.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343585'],1,0,0
['epee'],1343588.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343588'],1,0,0
['epee'],1343587.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343587'],1,0,0
['epee'],1343590.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343590'],1,0,0
['epee'],1343589.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343589'],1,0,0
['phylactere'],1343592.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343592'],1,0,0
['phylactere'],1343591.jpg,"Paris, BIU Sorbonne, 0011",saint paul,['saint'],['1343591'],1,0,0
['cle'],1343601.jpg,"Paris, BIU Sorbonne, 0011",saint pierre,['saint'],['1343601'],1,0,0
['cle'],1343600.jpg,"Paris, BIU Sorbonne, 0011",saint pierre,['saint'],['1343600'],1,0,0
['livre'],1343602.jpg,"Paris, BIU Sorbonne, 0011",saint jean lisant,['saint'],['1343602'],1,0,0
['livre'],1343604.jpg,"Paris, BIU Sorbonne, 0011",saint jean,['saint'],['1343604'],1,0,0
['livre'],1343605.jpg,"Paris, BIU Sorbonne, 0011",saint jean,['saint'],['1343605'],1,0,0
['phylactere'],1343607.jpg,"Paris, BIU Sorbonne, 0011",saint jude,['saint'],['1343607'],1,0,0
['phylactere'],1343606.jpg,"Paris, BIU Sorbonne, 0011",saint jude,['saint'],['1343606'],1,0,0
['livre'],1343608.jpg,"Paris, BIU Sorbonne, 0011",saint jean ecrivant aux sept eglises,['saint'],['1343608'],1,0,0
['epee'],1343319.jpg,"Paris, BIU Sorbonne, 0010",salomon roi,['king'],['1343319'],0,0,1
['phylactere inscrit'],1343356.jpg,"Paris, BIU Sorbonne, 0010",sophonie,['prophet'],['1343356'],0,1,0
['phylactere inscrit'],1343355.jpg,"Paris, BIU Sorbonne, 0010",sophonie,['prophet'],['1343355'],0,1,0
"['initiale historiee', 'lettre l', 'matth texte', 'figure biblique', 'ange de saint matthieu', 'aureole', 'en buste', 'index pointe', 'tete levee', 'yeux leves', 'regard', 'rouleau']",1367435.jpg,"Paris, Bibl. Mazarine, 0033",ange de saint matthieu (a preciser),['saint'],['1367435'],1,0,0
"['initiale historiee', 'lettre l', 'matth texte', 'figure biblique', 'ange de saint matthieu', 'aureole', 'en buste', 'index pointe', 'tete levee', 'yeux leves', 'regard', 'rouleau']",1367436.jpg,"Paris, Bibl. Mazarine, 0033",ange de saint matthieu (a preciser),['saint'],['1367436'],1,0,0
"['initiale historiee', 'initiale zoomorphe mixte', 'lettre i', 'marc texte', 'figure biblique', 'lion de saint marc', 'aureole', 'agression animale', 'zoomorphe', 'mordant', 'queue', 'prolongement marginal']",1367437.jpg,"Paris, Bibl. Mazarine, 0033",lion de saint marc,['saint'],['1367437'],1,0,0
"['initiale historiee', 'initiale zoomorphe mixte', 'lettre i', 'marc texte', 'figure biblique', 'lion de saint marc', 'aureole', 'agression animale', 'zoomorphe', 'mordant', 'queue', 'prolongement marginal']",1367438.jpg,"Paris, Bibl. Mazarine, 0033",lion de saint marc,['saint'],['1367438'],1,0,0
"['initiale historiee', 'initiale anthropomorphe', 'initiale portee', 'lettre i', 'joh texte', 'figure biblique', 'aigle de saint jean', 'aureole', 'auteur', 'livre', 'main ouverte', 'debout', 'pied pose sur', 'socle', 'zoomorphe', 'mordant', 'prolongement marginal']",1367439.jpg,"Paris, Bibl. Mazarine, 0033",aigle de saint jean,['saint'],['1367439'],1,0,0
"['initiale historiee', 'initiale anthropomorphe', 'initiale portee', 'lettre i', 'joh texte', 'figure biblique', 'aigle de saint jean', 'aureole', 'auteur', 'livre', 'main ouverte', 'debout', 'pied pose sur', 'socle', 'zoomorphe', 'mordant', 'prolongement marginal']",1367440.jpg,"Paris, Bibl. Mazarine, 0033",aigle de saint jean,['saint'],['1367440'],1,0,0
"['initiale historiee', 'initiale anthropomorphe', 'lettre i', 'jac texte', 'figure biblique', 'saint jacques', 'sujet impropre', 'represente en', 'saint jacques le majeur', 'pelerin', 'attribut', 'baton', 'coquille saint-jacques', 'debout', 'main ouverte']",1367441.jpg,"Paris, Bibl. Mazarine, 0033",saint jacques le majeur,['saint'],['1367441'],1,0,0
"['initiale historiee', 'initiale anthropomorphe mixte', 'lettre p', 'petr1 texte', 'figure biblique', 'saint pierre', 'attribut', 'cle', 'main sur son ventre', 'cheveux']",1367442.jpg,"Paris, Bibl. Mazarine, 0033",saint pierre,['saint'],['1367442'],1,0,0
"['initiale historiee', 'lettre q', 'joh1 texte', 'figure biblique', 'saint jean', 'a mi-corps', 'main ouverte']",1367443.jpg,"Paris, Bibl. Mazarine, 0033",saint jean,['saint'],['1367443'],1,0,0
"['initiale historiee', 'lettre p', 'rom texte', 'figure biblique', 'saint paul', 'chauve', 'auteur', 'livre', 'attribut', 'epee', 'a mi-corps']",1367444.jpg,"Paris, Bibl. Mazarine, 0033",saint paul,['saint'],['1367444'],1,0,0
"['initiale historiee', 'lettre p', 'rom texte', 'figure biblique', 'saint paul', 'chauve', 'auteur', 'livre', 'attribut', 'epee', 'a mi-corps']",1367445.jpg,"Paris, Bibl. Mazarine, 0033",saint paul,['saint'],['1367445'],1,0,0
"['initiale historiee', 'lettre f', 'lettre a paulin', 'scene', 'inspiration divine', 'ecriture', 'saint jerome', 'auteur', 'assis', 'jambes croisees', 'tonsure', 'rouleau', 'plume a ecrire', 'grattoir', 'encrier', 'pupitre', 'siege', 'colombe', 'saint-esprit', 'aureole crucifere', 'nuee']",1358142.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",saint jerome ecrivant,['saint'],['1358142'],1,0,0
"['initiale historiee', 'lettre f', 'lettre a paulin', 'scene', 'inspiration divine', 'ecriture', 'saint jerome', 'auteur', 'assis', 'jambes croisees', 'tonsure', 'rouleau', 'plume a ecrire', 'grattoir', 'encrier', 'pupitre', 'siege', 'colombe', 'saint-esprit', 'aureole crucifere', 'nuee']",1358141.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",saint jerome ecrivant,['saint'],['1358141'],1,0,0
"['initiale historiee', 'lettre h', 'scene biblique', 'depart', 'moise', ""transport a dos d'animal"", 'a califourchon', 'bras leve', 'main ouverte', 'ane', 'harnais', 'en marche', 'incitation', 'groupe', 'hebreu', 'chapeau pointu', 'yeux leves', 'balluchon', 'feuillu']",1358151.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",moise conduisant le peuple,['prophet'],['1358151'],0,1,0
"['initiale historiee', 'lettre h', 'scene biblique', 'depart', 'moise', ""transport a dos d'animal"", 'a califourchon', 'bras leve', 'main ouverte', 'ane', 'harnais', 'en marche', 'incitation', 'groupe', 'hebreu', 'chapeau pointu', 'yeux leves', 'balluchon', 'feuillu']",1358150.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",moise conduisant le peuple,['prophet'],['1358150'],0,1,0
"['initiale historiee', 'lettre u', 'lev texte', 'lev 01, 01', 'scene biblique', 'dieu biblique', 'aureole crucifere', 'remise', 'tablette', 'livre', 'regard', 'moise', 'tenue de son vetement', 'main couverte', 'tente', 'dais', 'autel', 'linge du culte', 'lampe a huile', 'montagne', 'stature']",1358153.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",dieu parlant a moise du sanctuaire,['prophet'],['1358153'],0,1,0
"['initiale historiee', 'lettre u', 'lev texte', 'lev 01, 01', 'scene biblique', 'dieu biblique', 'aureole crucifere', 'remise', 'tablette', 'livre', 'regard', 'moise', 'tenue de son vetement', 'main couverte', 'tente', 'dais', 'autel', 'linge du culte', 'lampe a huile', 'montagne', 'stature']",1358152.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",dieu parlant a moise du sanctuaire,['prophet'],['1358152'],0,1,0
"['initiale historiee', 'initiale anthropomorphe', 'initiale zoomorphe', 'lettre l', 'num texte', 'num 01, 01', 'scene biblique', 'vision', 'dieu biblique', 'nuee', 'dans les airs', 'a mi-corps', 'index pointe', 'regard', 'moise', 'tete tournee', 'corne', 'tenue de son vetement', 'main couverte', 'main ouverte', 'acceptation', 'aaron', 'represente en', 'eveque', 'mitre', 'chape', 'crosse', 'groupe', 'hebreu', 'chapeau pointu', 'zoomorphe']",1358155.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",dieu parlant a moise et a aaron,['prophet'],['1358155'],0,1,0
"['initiale historiee', 'initiale anthropomorphe', 'initiale zoomorphe', 'lettre l', 'num texte', 'num 01, 01', 'scene biblique', 'vision', 'dieu biblique', 'nuee', 'dans les airs', 'a mi-corps', 'index pointe', 'regard', 'moise', 'tete tournee', 'corne', 'tenue de son vetement', 'main couverte', 'main ouverte', 'acceptation', 'aaron', 'represente en', 'eveque', 'mitre', 'chape', 'crosse', 'groupe', 'hebreu', 'chapeau pointu', 'zoomorphe']",1358154.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",dieu parlant a moise et a aaron,['prophet'],['1358154'],0,1,0
"['initiale historiee', 'lettre h', 'deut texte', 'scene biblique', 'exhortation', 'moise', 'corne', 'main couverte', 'tenue de son vetement', 'tables de la loi', 'index pointe', 'groupe', 'hebreu', 'chapeau pointu', 'main ouverte', 'acceptation', 'autel', 'linge du culte']",1358157.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",moise s'adressant au peuple,['prophet'],['1358157'],0,1,0
"['initiale historiee', 'lettre h', 'deut texte', 'scene biblique', 'exhortation', 'moise', 'corne', 'main couverte', 'tenue de son vetement', 'tables de la loi', 'index pointe', 'groupe', 'hebreu', 'chapeau pointu', 'main ouverte', 'acceptation', 'autel', 'linge du culte']",1358156.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",moise s'adressant au peuple,['prophet'],['1358156'],0,1,0
"['initiale historiee', 'lettre e', 'reg3 texte', 'scene biblique', 'reg3 01, 03', 'rencontre', 'david', 'vieux', 'couronne', 'couche', 'lit', 'tete levee', 'tenue de la main', 'abishag', 'touret', 'main sur sa poitrine', 'acceptation', 'serviteur', 'groupe', 'index pointe', 'presentation', 'designation']",1358171.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david et abishag,['king'],['1358171'],0,0,1
"['initiale historiee', 'lettre e', 'reg3 texte', 'scene biblique', 'reg3 01, 03', 'rencontre', 'david', 'vieux', 'couronne', 'couche', 'lit', 'tete levee', 'tenue de la main', 'abishag', 'touret', 'main sur sa poitrine', 'acceptation', 'serviteur', 'groupe', 'index pointe', 'presentation', 'designation']",1358170.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david et abishag,['king'],['1358170'],0,0,1
"['initiale historiee', 'lettre c', 'par2 texte', 'scene biblique', 'par2 07', 'offrande', 'presentation', 'salomon', 'couronne', 'genou en terre', 'tete levee', 'portant', 'geste des deux mains', 'modele reduit', 'temple (le)', 'regard', 'vision', 'dieu biblique', 'aureole crucifere', 'nuee', 'index pointe', 'designation', 'phylactere inscrit', 'autel', 'linge du culte', 'groupe', 'hebreu', 'main couverte']",1358178.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",dieu parlant a salomon et au peuple,['king'],['1358178'],0,0,1
"['initiale historiee', 'lettre c', 'par2 texte', 'scene biblique', 'par2 07', 'offrande', 'presentation', 'salomon', 'couronne', 'genou en terre', 'tete levee', 'portant', 'geste des deux mains', 'modele reduit', 'temple (le)', 'regard', 'vision', 'dieu biblique', 'aureole crucifere', 'nuee', 'index pointe', 'designation', 'phylactere inscrit', 'autel', 'linge du culte', 'groupe', 'hebreu', 'main couverte']",1358177.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",dieu parlant a salomon et au peuple,['king'],['1358177'],0,0,1
"['initiale historiee', 'initiale zoomorphe mixte', 'lettre t', 'tob texte', 'scene biblique', 'tob 02, 09-10', 'tob 11, 07-08', 'aveugle', 'guerison miraculeuse', 'tobit', 'couche sur le dos', 'accoude', 'main a sa tete', 'main sur sa poitrine', 'yeux ouverts', 'anna femme de tobit', 'index pointe', 'designation', 'defecation', 'hirondelle', 'lit', 'retour', 'fils', 'tobie', 'main posee sur', 'pere', 'bras leve', 'soin', 'oeil', 'saint raphael', 'conseil']",1358189.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",tobit aveugle et anna - guerison de tobit,['saint'],['1358189'],1,0,0
"['initiale historiee', 'initiale zoomorphe mixte', 'lettre t', 'tob texte', 'scene biblique', 'tob 02, 09-10', 'tob 11, 07-08', 'aveugle', 'guerison miraculeuse', 'tobit', 'couche sur le dos', 'accoude', 'main a sa tete', 'main sur sa poitrine', 'yeux ouverts', 'anna femme de tobit', 'index pointe', 'designation', 'defecation', 'hirondelle', 'lit', 'retour', 'fils', 'tobie', 'main posee sur', 'pere', 'bras leve', 'soin', 'oeil', 'saint raphael', 'conseil']",1358190.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",tobit aveugle et anna - guerison de tobit,['saint'],['1358190'],1,0,0
"['initiale historiee', 'lettre b', 'ps 001 texte', 'scene biblique', 'registres 2', 'ps 017 (18) texte', 'musique', 'david', 'couronne', 'harpe', 'assis', 'trone', 'combat singulier', 'tete levee', 'fronde', 'tenue de son vetement', 'pierre', 'goliath', 'cotte de mailles', 'banniere', 'ecu armorie', 'heraldique imaginaire', 'blessure', 'sang', 'tete', 'stature']",1358206.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david accordant sa harpe - david et goliath,['king'],['1358206'],0,0,1
"['initiale historiee', 'lettre b', 'ps 001 texte', 'scene biblique', 'registres 2', 'ps 017 (18) texte', 'musique', 'david', 'couronne', 'harpe', 'assis', 'trone', 'combat singulier', 'tete levee', 'fronde', 'tenue de son vetement', 'pierre', 'goliath', 'cotte de mailles', 'banniere', 'ecu armorie', 'heraldique imaginaire', 'blessure', 'sang', 'tete', 'stature']",1358205.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david accordant sa harpe - david et goliath,['king'],['1358205'],0,0,1
"['initiale historiee', 'lettre d', 'ps 026 (27) texte', 'scene biblique', 'vision', 'dans les airs', 'nuee', 'dieu biblique', 'aureole crucifere', 'figuration partielle', 'regard', 'index pointe', 'david', 'genou en terre', 'couronne', 'tete levee', 'tenue de son vetement', 'main ouverte']",1358208.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david s'adressant a dieu,['king'],['1358208'],0,0,1
"['initiale historiee', 'lettre d', 'ps 026 (27) texte', 'scene biblique', 'vision', 'dans les airs', 'nuee', 'dieu biblique', 'aureole crucifere', 'figuration partielle', 'regard', 'index pointe', 'david', 'genou en terre', 'couronne', 'tete levee', 'tenue de son vetement', 'main ouverte']",1358207.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david s'adressant a dieu,['king'],['1358207'],0,0,1
"['initiale historiee', 'lettre d', 'ps 038 (39) texte', 'scene biblique', 'ps 038 (39), 02', 'david', 'couronne', 'assis', 'main sur sa cuisse', 'designation', 'bouche', 'siege']",1358210.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david designant sa bouche,['king'],['1358210'],0,0,1
"['initiale historiee', 'lettre d', 'ps 038 (39) texte', 'scene biblique', 'ps 038 (39), 02', 'david', 'couronne', 'assis', 'main sur sa cuisse', 'designation', 'bouche', 'siege']",1358209.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david designant sa bouche,['king'],['1358209'],0,0,1
"['initiale historiee', 'lettre s', 'ps 068 (69) texte', 'scene biblique', 'ps 068 (69), 02-03', 'registres 2', 'vision', 'david', 'a mi-corps', 'nu', 'dans les eaux', 'tete levee', 'bras ecartes', 'main ouverte', 'priere', 'dieu biblique', 'aureole crucifere', 'benissant']",1358214.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david dans les eaux du desespoir,['king'],['1358214'],0,0,1
"['initiale historiee', 'lettre s', 'ps 068 (69) texte', 'scene biblique', 'ps 068 (69), 02-03', 'registres 2', 'vision', 'david', 'a mi-corps', 'nu', 'dans les eaux', 'tete levee', 'bras ecartes', 'main ouverte', 'priere', 'dieu biblique', 'aureole crucifere', 'benissant']",1358213.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david dans les eaux du desespoir,['king'],['1358213'],0,0,1
"['initiale historiee', 'lettre e', 'ps 080 (81) texte', 'scene biblique', 'ps 080 (81), 03-04', 'musique', 'david', 'couronne', 'assis', 'siege', 'clochette', 'accessoire de musique', 'marteau', 'homme', 'chapeau', 'trompe', 'stature']",1358216.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david jouant des clochettes,['king'],['1358216'],0,0,1
"['initiale historiee', 'lettre e', 'ps 080 (81) texte', 'scene biblique', 'ps 080 (81), 03-04', 'musique', 'david', 'couronne', 'assis', 'siege', 'clochette', 'accessoire de musique', 'marteau', 'homme', 'chapeau', 'trompe', 'stature']",1358215.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",david jouant des clochettes,['king'],['1358215'],0,0,1
"['initiale historiee', 'lettre u', 'eccl texte', 'figure biblique', 'salomon', 'couronne', 'assis', 'en majeste', 'trone', 'sceptre', 'fleur de lys', 'main ouverte']",1358225.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",salomon roi,['king'],['1358225'],0,0,1
"['initiale historiee', 'lettre u', 'eccl texte', 'figure biblique', 'salomon', 'couronne', 'assis', 'en majeste', 'trone', 'sceptre', 'fleur de lys', 'main ouverte']",1358224.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",salomon roi,['king'],['1358224'],0,0,1
"['initiale historiee', 'lettre d', 'sap texte', 'scene biblique', 'enseignement', 'salomon', 'assis', 'trone', 'stature', 'couronne', 'index pointe', 'sceptre', 'fleur de lys', 'regard', 'groupe', 'hebreu', 'chapeau pointu', 'yeux leves', 'tenue de son vetement', 'main couverte', 'main ouverte', 'acceptation']",1358229.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",salomon enseignant,['king'],['1358229'],0,0,1
"['initiale historiee', 'lettre d', 'sap texte', 'scene biblique', 'enseignement', 'salomon', 'assis', 'trone', 'stature', 'couronne', 'index pointe', 'sceptre', 'fleur de lys', 'regard', 'groupe', 'hebreu', 'chapeau pointu', 'yeux leves', 'tenue de son vetement', 'main couverte', 'main ouverte', 'acceptation']",1358228.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",salomon enseignant,['king'],['1358228'],0,0,1
"['initiale historiee', 'lettre u', 'is texte', 'scene biblique', 'martyre', 'mort par le fer', 'isaie', 'nudite', 'torse', 'linge de corps', 'yeux fermes', 'genou flechi', 'mains derriere le dos', 'sang', 'colonne', 'bourreau', 'scie']",1358233.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",martyre d'isaie,['prophet'],['1358233'],0,1,0
"['initiale historiee', 'lettre u', 'is texte', 'scene biblique', 'martyre', 'mort par le fer', 'isaie', 'nudite', 'torse', 'linge de corps', 'yeux fermes', 'genou flechi', 'mains derriere le dos', 'sang', 'colonne', 'bourreau', 'scie']",1358232.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",martyre d'isaie,['prophet'],['1358232'],0,1,0
"['initiale historiee', 'lettre u', 'jer texte', 'scene biblique', 'jer 01, 13', 'vision', 'jeremie', 'chapeau pointu', 'geste des deux mains', 'main ouverte', 'regard', 'dieu biblique', 'aureole crucifere', 'tenue de son vetement', 'main couverte', 'bras leve', 'index pointe', 'nuee', 'au centre de', 'vase', 'flamme']",1358235.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",jeremie et la vision du chaudron bouillonnant,['prophet'],['1358235'],0,1,0
"['initiale historiee', 'lettre u', 'jer texte', 'scene biblique', 'jer 01, 13', 'vision', 'jeremie', 'chapeau pointu', 'geste des deux mains', 'main ouverte', 'regard', 'dieu biblique', 'aureole crucifere', 'tenue de son vetement', 'main couverte', 'bras leve', 'index pointe', 'nuee', 'au centre de', 'vase', 'flamme']",1358234.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",jeremie et la vision du chaudron bouillonnant,['prophet'],['1358234'],0,1,0
"['initiale historiee', 'ez texte', 'ez 01, 01-05', 'scene biblique', 'registres 2', 'vision', 'ezechiel', 'exil', 'chapeau pointu', 'assis par terre', 'main ouverte', 'canne', 'kebar', 'feuillu', 'tete levee', 'christ', 'aureole crucifere', 'benissant', 'au centre de', 'tetramorphe (le)', 'dans les airs', 'livre']",1358238.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",premiere vision d'ezechiel pres du fleuve kebar,['prophet'],['1358238'],0,1,0
"['initiale historiee', 'ez texte', 'ez 01, 01-05', 'scene biblique', 'registres 2', 'vision', 'ezechiel', 'exil', 'chapeau pointu', 'assis par terre', 'main ouverte', 'canne', 'kebar', 'feuillu', 'tete levee', 'christ', 'aureole crucifere', 'benissant', 'au centre de', 'tetramorphe (le)', 'dans les airs', 'livre']",1358236.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",premiere vision d'ezechiel pres du fleuve kebar,['prophet'],['1358236'],0,1,0
"['initiale historiee', 'dan texte', 'dan 14, 36', 'scene biblique', 'prodige', 'secours', 'ange', 'a mi-corps', 'en vol', 'prehension', 'saisie des cheveux', 'dans les airs', 'deplacement', 'habacuc', 'portant', 'pain', 'vase', 'remise', 'daniel', 'bras tendu', 'regard', 'captif', 'tour fortifiee', 'porte', 'lion', 'figuration partielle']",1358240.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",daniel dans la fosse aux lions secouru par habacuc,['prophet'],['1358240'],0,1,0
"['initiale historiee', 'dan texte', 'dan 14, 36', 'scene biblique', 'prodige', 'secours', 'ange', 'a mi-corps', 'en vol', 'prehension', 'saisie des cheveux', 'dans les airs', 'deplacement', 'habacuc', 'portant', 'pain', 'vase', 'remise', 'daniel', 'bras tendu', 'regard', 'captif', 'tour fortifiee', 'porte', 'lion', 'figuration partielle']",1358239.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",daniel dans la fosse aux lions secouru par habacuc,['prophet'],['1358239'],0,1,0
"['initiale historiee', 'lettre u', 'os texte', 'scene biblique', 'presentation', 'couple', 'osee', 'yeux leves', 'regard', 'main ouverte', ""main sur l'epaule"", 'gomer', 'touret', 'main sur sa poitrine', 'tete de dieu', 'aureole crucifere', 'bras tendu', 'index pointe', 'nuee']",1358242.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",dieu parlant a osee et gomer,['prophet'],['1358242'],0,1,0
"['initiale historiee', 'lettre u', 'os texte', 'scene biblique', 'presentation', 'couple', 'osee', 'yeux leves', 'regard', 'main ouverte', ""main sur l'epaule"", 'gomer', 'touret', 'main sur sa poitrine', 'tete de dieu', 'aureole crucifere', 'bras tendu', 'index pointe', 'nuee']",1358241.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",dieu parlant a osee et gomer,['prophet'],['1358241'],0,1,0
"['initiale historiee', 'lettre u', 'jo texte', 'scene biblique', 'exhortation', 'joel', 'auteur', 'chapeau pointu', 'index pointe', 'phylactere inscrit', 'regard', 'groupe', 'hebreu', 'main sur sa poitrine', 'acceptation', 'tenue de son vetement', 'main couverte']",1358245.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",joel s'adressant au peuple,['prophet'],['1358245'],0,1,0
"['initiale historiee', 'lettre u', 'am texte', 'scene biblique', 'am 1, 01', 'vision', 'berger', 'amos', 'vieux', 'bonnet', 'manteau', 'main ouverte', 'baton', 'tete levee', 'regard', 'dieu biblique', 'a mi-corps', 'index pointe', 'nuee', ""garde d'animaux"", 'troupeau', 'betail', 'caprine', 'rocher']",1358247.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",dieu parlant a amos,['prophet'],['1358247'],0,1,0
"['initiale historiee', 'lettre u', 'abd texte', 'exhortation', 'abdias', 'chapeau pointu', 'tenue de son vetement', 'main couverte', 'main levee', 'regard', 'groupe', 'hebreu', 'main ouverte', 'acceptation']",1358248.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1185",abdias s'adressant au peuple,['prophet'],['1358248'],0,1,0
